Table S8: Differential expression test results for the identification of neuron cluster enriched genes.,,,,,,,,
gene_id,symbol,max.cluster,max.cluster.expr,cluster.2,cluster.2.expr,ratio,pval,qval
WBGene00008468,E03G2.1,ASI/ASJ,195.46,ASK,72.08,2.67,0.423900425,0.762901548
WBGene00021436,Y39A3B.1,PVC/PVD,185.22,flp-1(+),125.01,1.47,0.425960297,0.762901548
WBGene00009042,F22B5.4,Cholinergic_(23),1671.39,ASK,1083.84,1.54,0.427285991,0.76378412
WBGene00001129,dyf-13,ASI/ASJ,428.61,AWA,212.49,2.01,0.428586294,0.76461796
WBGene00003741,nlp-3,AWB/AWC,3410.98,ASEL,2415.59,1.41,0.433984874,0.772745883
WBGene00010558,ptp-4,Cholinergic_(3),2625.40,Cluster_40,1768.51,1.48,0.435714214,0.772823858
WBGene00017653,F21C10.3,ASK,990.94,Touch_receptor,707.74,1.40,0.435032306,0.772823858
WBGene00017628,F20B6.4,Cholinergic_(26),375.67,Cholinergic_(23),190.45,1.96,0.437055024,0.773705515
WBGene00015790,C15C7.4,ASG,1085.30,AWA,706.12,1.53,0.440067389,0.774552392
WBGene00017015,D1014.2,Cholinergic_(35),699.77,Cluster_17,360.19,1.94,0.43972375,0.774552392
WBGene00010329,F59D12.1,RIA,650.21,Cluster_16,424.58,1.53,0.440003435,0.774552392
WBGene00006309,sul-2,RIC,3103.09,flp-1(+),2436.44,1.27,0.445027355,0.774982909
WBGene00020008,R11F4.2,Cholinergic_(35),2134.95,Cluster_13,1460.59,1.46,0.445341597,0.774982909
WBGene00019156,H04M03.12,Cluster_16,1103.48,Pharyngeal_(37),845.10,1.30,0.4416141,0.774982909
WBGene00009558,F39B2.8,SDQ/ALN/PLN,1025.58,Cholinergic_(15),720.76,1.42,0.443577997,0.774982909
WBGene00077775,T07C12.15,Dopaminergic,338.60,BAG,186.70,1.80,0.444775135,0.774982909
WBGene00000436,ceh-12,Cholinergic_(11),23.05,GABAergic,10.84,1.95,0.445382762,0.774982909
WBGene00001374,exp-2,Cholinergic_(35),1987.23,Cluster_17,1371.05,1.45,0.451823309,0.784700709
WBGene00195073,F02E11.7,AFD,860.46,Cluster_5,416.04,2.06,0.453633913,0.786355951
WBGene00013187,npr-34,AFD,4885.23,ASEL,3434.59,1.42,0.455042428,0.786472335
WBGene00001463,flp-20,Touch_receptor,2089.71,Cluster_40,1405.68,1.49,0.455416369,0.786472335
WBGene00001449,flp-6,ASEL,15376.15,ASER,11614.56,1.32,0.46371327,0.794187663
WBGene00020051,R13A5.9,Cluster_40,3608.56,Cholinergic_(29),2570.95,1.40,0.464712342,0.794187663
WBGene00017033,nekl-4,Cholinergic_(15),532.45,ASG,304.59,1.74,0.461340858,0.794187663
WBGene00008065,npr-18,AWB/AWC,285.65,ASK,138.70,2.04,0.465080452,0.794187663
WBGene00045277,ZK742.6,Cholinergic_(23),277.33,PVC/PVD,118.63,2.32,0.461947984,0.794187663
WBGene00006411,octr-1,Cluster_10,271.23,Cholinergic_(35),117.28,2.29,0.464437917,0.794187663
WBGene00009100,rgef-1,Cluster_5,2881.52,ASEL,2061.19,1.40,0.466611936,0.795321832
WBGene00011352,rskn-1,Cluster_17,3963.52,Cluster_5,3039.92,1.30,0.468358933,0.796818445
WBGene00005764,srw-17,ASI/ASJ,130.04,Cluster_16,65.44,1.96,0.469386281,0.797087444
WBGene00019434,nmtn-1,flp-1(+),743.31,Cholinergic_(36),574.39,1.29,0.472069366,0.800161939
WBGene00016037,dop-6,Cluster_16,198.72,Cholinergic_(3),113.12,1.74,0.476884816,0.806832798
WBGene00003747,nlp-9,Cholinergic_(29),1235.93,Cluster_40,776.61,1.59,0.480625159,0.808970705
WBGene00010865,M04D8.7,ASI/ASJ,765.65,Cluster_21,515.41,1.48,0.479987466,0.808970705
WBGene00011709,T11F9.1,Cholinergic_(24),376.59,Cluster_21,217.92,1.72,0.480795021,0.808970705
WBGene00011682,snt-7,ASER,1385.75,Cluster_17,892.37,1.55,0.485396156,0.81521662
WBGene00004778,ser-3,flp-1(+),3102.63,Cholinergic_(35),2506.96,1.24,0.490893771,0.815288462
WBGene00002176,jip-1,AFD,1967.13,Cluster_27,1370.24,1.43,0.488343349,0.815288462
WBGene00016945,sulp-1,AFD,833.05,ASEL,463.47,1.79,0.493530725,0.815288462
WBGene00009789,F46F2.5,AFD,826.32,URX/AQR/PQR,469.40,1.76,0.494254738,0.815288462
WBGene00000244,bbs-8,Cholinergic_(15),818.49,Cluster_21,589.99,1.38,0.493428779,0.815288462
WBGene00019776,M6.4,ASEL,765.68,AFD,417.88,1.83,0.492657748,0.815288462
WBGene00001664,gpa-2,Cluster_21,696.66,ASI/ASJ,531.55,1.31,0.491097071,0.815288462
WBGene00016246,daf-37,URX/AQR/PQR,649.80,Cholinergic_(35),402.20,1.61,0.489112869,0.815288462
WBGene00002141,inx-19,AFD,634.54,AWB/AWC,347.82,1.82,0.494329755,0.815288462
WBGene00019360,neto-1,RIA,411.39,Cholinergic_(24),283.31,1.45,0.492073272,0.815288462
WBGene00022810,ZK721.3,Cholinergic_(29),775.43,Cholinergic_(23),482.40,1.60,0.496725571,0.816303493
WBGene00000279,cah-1,Cholinergic_(15),658.64,URX/AQR/PQR,378.52,1.74,0.49650903,0.816303493
WBGene00002109,ins-26,ASER,2449.40,ASI/ASJ,1822.02,1.34,0.498717894,0.817170112
WBGene00006525,tax-2,AWB/AWC,1096.74,AFD,661.11,1.66,0.499880316,0.817170112
WBGene00010669,bath-37,Cluster_21,326.94,URX/AQR/PQR,197.99,1.64,0.499926317,0.817170112
WBGene00001052,dop-1,Cholinergic_(23),1945.80,Cluster_17,1369.68,1.42,0.502566911,0.817581167
WBGene00014159,arrd-4,ASI/ASJ,649.48,ASK,442.60,1.46,0.502852539,0.817581167
WBGene00219372,F01E11.17,Cholinergic_(15),334.68,ASK,168.72,1.97,0.502195554,0.817581167
WBGene00022062,Y67D8B.2,ASEL,491.70,AWA,239.67,2.04,0.505424079,0.820307752
WBGene00003840,ocr-3,Cholinergic_(11),28.77,Cluster_16,14.84,1.82,0.510697287,0.827401788
WBGene00022202,Y72A10A.1,flp-1(+),750.25,Pharyngeal_(37),625.44,1.20,0.513454253,0.828663965
WBGene00008045,C40H5.2,Cholinergic_(35),539.98,AFD,239.46,2.25,0.514187346,0.828663965
WBGene00206488,ZK757.10,Dopaminergic,246.17,DVA,106.74,2.28,0.512450539,0.828663965
WBGene00001788,gst-40,ASK,405.92,Cluster_16,266.13,1.52,0.515622047,0.829518276
WBGene00000920,daf-28,Cholinergic_(35),3248.19,ASI/ASJ,2594.95,1.25,0.518438345,0.832588376
WBGene00009623,F41E7.7,RIA,838.78,DVA,632.53,1.32,0.521549362,0.833206907
WBGene00006690,twk-39,SDQ/ALN/PLN,431.36,Cholinergic_(26),328.40,1.31,0.521057386,0.833206907
WBGene00015158,B0361.4,ASER,423.47,Cluster_13,232.12,1.82,0.521426464,0.833206907
WBGene00022623,ZC487.1,ASER,1461.02,AFD,814.87,1.79,0.525571408,0.836716981
WBGene00015183,B0432.1,AWA,448.36,ASI/ASJ,266.95,1.67,0.525510613,0.836716981
WBGene00018879,F55D10.4,RIA,714.33,BAG,529.62,1.35,0.529540212,0.841574306
WBGene00004921,snt-1,Cluster_40,2961.03,GABAergic,2123.74,1.39,0.534368866,0.847778979
WBGene00016634,C44B11.4,AWA,1547.03,AWB/AWC,1121.02,1.38,0.535868629,0.84869004
WBGene00008820,F14F11.2,BAG,2147.80,Cluster_27,1639.56,1.31,0.536882194,0.848829262
WBGene00003850,odr-3,AWB/AWC,1764.29,AWA,1319.38,1.34,0.545679262,0.860527571
WBGene00000280,cah-2,PVC/PVD,1071.31,Cholinergic_(15),880.34,1.22,0.546632158,0.860527571
WBGene00006691,twk-40,DVA,424.64,Cholinergic_(11),294.44,1.44,0.547096591,0.860527571
WBGene00016916,C54D2.2,Cluster_10,791.59,Cluster_27,511.59,1.54,0.550389122,0.864224015
WBGene00015494,C05E11.3,Pharyngeal_(37),325.90,Cluster_5,217.78,1.49,0.552004572,0.865278962
WBGene00003849,odr-2,AFD,1269.98,PVC/PVD,978.08,1.30,0.553080477,0.865486003
WBGene00004316,rbf-1,Cluster_17,5012.51,ASEL,4003.81,1.25,0.555486193,0.866293944
WBGene00015751,C14A11.6,URX/AQR/PQR,643.53,RIC,358.04,1.79,0.554677933,0.866293944
WBGene00003751,nlp-13,Cluster_13,2845.55,Pharyngeal_(37),2285.47,1.24,0.560664893,0.872885751
WBGene00001459,flp-16,RIC,4287.28,Cluster_40,3112.77,1.38,0.564419719,0.87384339
WBGene00001475,fmi-1,PVC/PVD,4183.83,Cluster_5,3702.28,1.13,0.564595751,0.87384339
WBGene00219373,F01E11.18,Cholinergic_(36),950.29,ASEL,680.11,1.40,0.565091745,0.87384339
WBGene00008795,F14D7.8,ASK,458.87,ASI/ASJ,314.63,1.45,0.563305968,0.87384339
WBGene00018117,nlp-47,BAG,2415.14,ASEL,1912.22,1.26,0.571748174,0.876696532
WBGene00020125,R173.3,SDQ/ALN/PLN,2275.85,Cholinergic_(26),1969.19,1.16,0.575046,0.876696532
WBGene00004923,snt-3,RIC,1300.04,AWB/AWC,907.00,1.43,0.570134019,0.876696532
WBGene00004913,snn-1,Cluster_25,1123.63,Cholinergic_(15),907.22,1.24,0.574231547,0.876696532
WBGene00000135,amt-3,Dopaminergic,915.48,RIA,723.74,1.26,0.572163793,0.876696532
WBGene00019484,K07D4.4,Cholinergic_(23),745.90,Cholinergic_(35),491.63,1.51,0.572600399,0.876696532
WBGene00018880,acc-3,GABAergic,456.88,Dopaminergic,359.58,1.27,0.573442619,0.876696532
WBGene00011254,R12G8.1,Cluster_17,434.37,Cholinergic_(3),291.15,1.49,0.578370141,0.876696532
WBGene00022811,ZK721.4,Cholinergic_(29),417.51,URX/AQR/PQR,282.22,1.47,0.577261797,0.876696532
WBGene00194905,Y53F4B.51,Cholinergic_(23),292.40,Cholinergic_(36),131.30,2.21,0.57840938,0.876696532
WBGene00022824,ZK813.5,Cluster_16,276.66,ASI/ASJ,182.61,1.51,0.570160176,0.876696532
WBGene00017260,F08F3.1,Cholinergic_(11),216.12,Pharyngeal_(37),158.54,1.35,0.576775137,0.876696532
WBGene00001613,glr-2,Cholinergic_(24),2649.96,RIA,2284.29,1.16,0.583626708,0.882472869
WBGene00017353,F10E9.1,AWA,494.84,ASK,355.99,1.39,0.584535344,0.882472869
WBGene00000058,acr-19,Pharyngeal_(37),326.09,Cluster_13,192.40,1.69,0.58510742,0.882472869
WBGene00003748,nlp-10,Cluster_10,3709.09,flp-1(+),3260.37,1.14,0.586400021,0.882970147
WBGene00001447,flp-4,BAG,1445.17,Pharyngeal_(37),1101.79,1.31,0.588996158,0.883096631
WBGene00004265,qui-1,Cluster_21,964.23,Cholinergic_(3),831.42,1.16,0.587797295,0.883096631
WBGene00002092,ins-9,ASI/ASJ,503.94,AWA,345.87,1.45,0.589373106,0.883096631
WBGene00012128,nra-1,Cluster_40,6492.31,Cluster_25,5267.84,1.23,0.592495038,0.885122229
WBGene00009503,F37A8.5,ASI/ASJ,506.51,Touch_receptor,405.49,1.25,0.592655451,0.885122229
WBGene00018837,F54G2.1,PVC/PVD,5885.71,DVA,5134.65,1.15,0.595010911,0.886267413
WBGene00016801,C50C3.5,AWA,1040.67,RIA,746.51,1.39,0.595355208,0.886267413
WBGene00018468,tag-80,RIC,14492.00,PVC/PVD,12642.13,1.15,0.597968108,0.887243453
WBGene00004944,sol-1,Cholinergic_(3),1169.24,RIC,872.03,1.34,0.599218713,0.887243453
WBGene00011695,T10G3.4,AWA,486.69,ASK,286.63,1.69,0.598886777,0.887243453
WBGene00005716,srv-5,AWA,308.64,ASK,150.34,2.04,0.600157671,0.887243453
WBGene00044313,M02D8.7,AWA,283.19,ASI/ASJ,145.55,1.93,0.60084862,0.887243453
WBGene00006717,ubc-22,ASEL,262.40,Cluster_16,115.50,2.25,0.602567592,0.888351257
WBGene00004036,plc-1,ASEL,5495.14,BAG,4557.79,1.21,0.61463191,0.888986532
WBGene00003519,nac-3,GABAergic,2502.39,Cluster_40,1943.15,1.29,0.611874214,0.888986532
WBGene00011223,R10H10.4,ASEL,1847.70,AFD,1227.98,1.50,0.604249499,0.888986532
WBGene00016579,sre-14,ASER,686.63,Cluster_10,456.91,1.50,0.609041187,0.888986532
WBGene00008746,F13E6.2,Dopaminergic,677.32,AWB/AWC,495.36,1.36,0.611488143,0.888986532
WBGene00004045,pll-1,Cholinergic_(3),653.93,Cholinergic_(26),583.54,1.12,0.605608725,0.888986532
WBGene00007892,C33B4.4,URX/AQR/PQR,556.44,ASG,405.98,1.37,0.61429827,0.888986532
WBGene00018068,F35H10.2,BAG,502.69,ASG,331.06,1.51,0.613861593,0.888986532
WBGene00007119,calf-1,Cholinergic_(23),422.09,Cluster_17,252.61,1.66,0.612083595,0.888986532
WBGene00016248,C30B5.7,AWA,319.28,ASG,213.18,1.49,0.608767764,0.888986532
WBGene00017715,F22F1.3,Cholinergic_(15),293.04,Pharyngeal_(33),150.68,1.93,0.614307596,0.888986532
WBGene00011997,T24F1.5,flp-1(+),180.13,Cluster_25,144.99,1.23,0.611137748,0.888986532
WBGene00006424,ctbp-1,Cholinergic_(23),724.62,Cluster_40,411.83,1.76,0.624263712,0.898665344
WBGene00002178,jnk-1,ASER,677.62,Cholinergic_(15),526.15,1.29,0.623226554,0.898665344
WBGene00007511,C10C5.7,URX/AQR/PQR,333.45,Cluster_25,217.03,1.53,0.623513253,0.898665344
WBGene00006757,unc-18,GABAergic,1116.47,PVC/PVD,972.65,1.15,0.63669951,0.902543739
WBGene00020390,T10B5.4,Cholinergic_(35),654.95,Pharyngeal_(33),443.38,1.47,0.632690566,0.902543739
WBGene00013970,klu-1,BAG,486.96,Cluster_13,393.66,1.23,0.632792155,0.902543739
WBGene00012513,Y26E6A.2,DVA,389.75,Cluster_10,247.40,1.57,0.629857449,0.902543739
WBGene00013819,Y116F11A.6,Cholinergic_(35),363.79,Cholinergic_(23),229.42,1.58,0.633708037,0.902543739
WBGene00003714,nhr-124,Cluster_16,355.53,ASK,254.67,1.39,0.632744887,0.902543739
WBGene00017792,F25E5.16,Cluster_5,330.43,Cholinergic_(35),223.56,1.47,0.636800217,0.902543739
WBGene00016518,C38C5.1,ASER,318.66,ASG,248.70,1.28,0.636419817,0.902543739
WBGene00016024,glb-7,Cholinergic_(35),313.58,Cluster_13,163.34,1.91,0.633971467,0.902543739
WBGene00010003,F53F8.6,ASEL,141.50,BAG,52.19,2.66,0.634059505,0.902543739
WBGene00194692,T02C12.5,RIC,1923.62,Cholinergic_(35),1459.61,1.32,0.639138194,0.904459451
WBGene00012461,glb-29,ASER,543.36,Cholinergic_(26),410.13,1.32,0.642986518,0.90658335
WBGene00020231,T05A8.5,ASK,291.93,ASI/ASJ,202.87,1.43,0.642718348,0.90658335
WBGene00015935,C17H12.10,Cholinergic_(36),188.04,Cholinergic_(29),130.70,1.43,0.643604974,0.90658335
WBGene00004215,ptp-3,RIC,9231.27,Cluster_40,7552.33,1.22,0.648195488,0.908575155
WBGene00006750,unc-10,RIA,6583.21,Cluster_40,5376.91,1.22,0.653577435,0.908575155
WBGene00001518,gar-2,Cluster_17,5589.74,Cluster_40,4584.98,1.22,0.648502152,0.908575155
WBGene00014848,VM106R.1,Cluster_40,4066.12,RIA,3390.93,1.20,0.651374741,0.908575155
WBGene00001135,eat-4,RIC,2650.08,Cluster_40,2078.43,1.27,0.650549928,0.908575155
WBGene00010449,K01A11.1,DVA,543.76,GABAergic,428.46,1.27,0.647331294,0.908575155
WBGene00015000,AH9.4,Cholinergic_(35),442.09,URX/AQR/PQR,278.10,1.58,0.655712357,0.908575155
WBGene00013782,npr-32,Cholinergic_(35),402.15,Cluster_13,220.90,1.81,0.655917942,0.908575155
WBGene00010838,M03C11.1,Pharyngeal_(33),396.86,Cluster_13,264.77,1.49,0.655062714,0.908575155
WBGene00010592,K06A4.2,Cholinergic_(24),301.52,ASEL,189.60,1.58,0.655580888,0.908575155
WBGene00015408,C03H5.6,PVC/PVD,194.47,Pharyngeal_(37),145.07,1.33,0.652353535,0.908575155
WBGene00011392,sbt-1,Cluster_13,8351.12,Cluster_10,7182.93,1.16,0.662256757,0.913494233
WBGene00000485,che-3,ASI/ASJ,5926.94,ASG,5318.19,1.11,0.663277574,0.913494233
WBGene00004926,snt-6,AFD,3077.03,Touch_receptor,2637.10,1.17,0.671423242,0.913494233
WBGene00020045,glb-23,Cholinergic_(24),984.26,Cluster_5,789.26,1.25,0.667796493,0.913494233
WBGene00019230,ttll-11,ASI/ASJ,889.65,Cluster_16,753.72,1.18,0.666786812,0.913494233
WBGene00009271,glna-3,Pharyngeal_(33),795.91,GABAergic,664.47,1.20,0.664942536,0.913494233
WBGene00002182,kap-1,Cholinergic_(15),645.06,RIC,462.64,1.39,0.670945809,0.913494233
WBGene00009780,F46C5.4,Cholinergic_(35),644.65,Cluster_13,451.38,1.43,0.669642034,0.913494233
WBGene00045336,R11D1.12,Dopaminergic,601.40,AWB/AWC,482.48,1.24,0.670446694,0.913494233
WBGene00012440,Y12A6A.2,BAG,468.25,Cluster_17,320.00,1.46,0.66115468,0.913494233
WBGene00015921,C17H11.1,Pharyngeal_(33),446.58,ASK,323.09,1.38,0.66457198,0.913494233
WBGene00022648,ZK54.3,BAG,407.02,URX/AQR/PQR,272.78,1.49,0.666636407,0.913494233
WBGene00008256,glb-12,ASI/ASJ,1259.12,AWA,1055.14,1.19,0.682325961,0.925581223
WBGene00006064,sto-2,SDQ/ALN/PLN,887.97,GABAergic,769.84,1.15,0.682163026,0.925581223
WBGene00022696,ZK328.7,ASI/ASJ,790.83,Cluster_16,649.97,1.21,0.68476154,0.925844355
WBGene00013715,Y106G6G.6,Cholinergic_(15),455.17,AWB/AWC,306.28,1.48,0.686067677,0.925844355
WBGene00014122,ZK863.1,AFD,384.21,Cluster_21,272.64,1.40,0.686558519,0.925844355
WBGene00011866,T20F10.5,URX/AQR/PQR,345.12,flp-1(+),251.43,1.37,0.68501745,0.925844355
WBGene00044484,hot-9,GABAergic,1418.43,Cholinergic_(23),1134.66,1.25,0.689208045,0.92675308
WBGene00010864,xbx-3,Cluster_16,192.36,AWA,124.79,1.53,0.689253654,0.92675308
WBGene00001448,flp-5,Cluster_10,6394.94,Cluster_27,5680.49,1.13,0.691503609,0.927059663
WBGene00020043,R13A1.5,Cluster_10,2076.54,ASK,1847.52,1.12,0.69111658,0.927059663
WBGene00019069,lgc-30,PVC/PVD,437.17,Cluster_17,367.13,1.19,0.692715701,0.927328902
WBGene00011512,T05H10.8,AWB/AWC,424.87,AWA,323.25,1.31,0.695541074,0.929753884
WBGene00006812,unc-80,Cholinergic_(24),8436.98,Pharyngeal_(33),7642.62,1.10,0.719157779,0.930089812
WBGene00017157,tyra-2,ASER,3753.16,Cluster_40,3091.72,1.21,0.704755796,0.930089812
WBGene00007881,nlp-35,Cholinergic_(23),3353.34,Cholinergic_(35),2810.73,1.19,0.726220616,0.930089812
WBGene00019904,twk-49,Cholinergic_(26),2991.93,SDQ/ALN/PLN,2791.75,1.07,0.708320468,0.930089812
WBGene00011372,npr-26,Cholinergic_(35),2370.99,AWB/AWC,1992.21,1.19,0.717190034,0.930089812
WBGene00020572,rund-1,flp-1(+),1813.12,Cholinergic_(36),1641.42,1.10,0.707954747,0.930089812
WBGene00006513,rimb-1,Cholinergic_(23),1696.16,Cluster_5,1443.20,1.17,0.716811088,0.930089812
WBGene00022472,Y119C1B.6,flp-1(+),1508.06,Cholinergic_(35),1310.06,1.15,0.702225656,0.930089812
WBGene00015263,B0563.6,SDQ/ALN/PLN,1316.24,Cholinergic_(23),1169.63,1.12,0.725792517,0.930089812
WBGene00011287,glb-24,PVC/PVD,1267.75,Cluster_27,1130.58,1.12,0.722220001,0.930089812
WBGene00001450,flp-7,Cluster_40,1169.86,Cluster_16,910.09,1.28,0.715607395,0.930089812
WBGene00008570,kcnl-2,BAG,1092.04,ASK,888.56,1.23,0.699967363,0.930089812
WBGene00009579,arrd-6,AFD,908.94,AWA,655.16,1.39,0.698014995,0.930089812
WBGene00017907,F28F9.3,AWB/AWC,890.83,RIC,738.86,1.20,0.715613832,0.930089812
WBGene00018338,F42A9.9,Cluster_40,869.57,Cluster_5,608.17,1.43,0.712111631,0.930089812
WBGene00018067,npr-7,Cluster_16,664.50,BAG,500.87,1.32,0.706807597,0.930089812
WBGene00000059,acr-20,Cluster_40,603.02,Dopaminergic,407.82,1.48,0.69933239,0.930089812
WBGene00000085,aex-2,Pharyngeal_(33),574.54,BAG,471.80,1.22,0.706522561,0.930089812
WBGene00021881,Y54G2A.16,Cholinergic_(24),553.57,Cluster_10,487.47,1.13,0.721904279,0.930089812
WBGene00013642,daf-38,Cluster_21,546.00,AFD,388.21,1.40,0.723904553,0.930089812
WBGene00044353,ZK418.10,AWB/AWC,460.83,ASER,347.02,1.32,0.71010115,0.930089812
WBGene00008315,C54G4.5,RIC,379.81,Pharyngeal_(33),240.01,1.58,0.70797856,0.930089812
WBGene00011069,ceh-62,RIC,328.66,ASEL,215.92,1.52,0.725610563,0.930089812
WBGene00016872,dop-4,Cholinergic_(24),301.05,Cluster_21,239.17,1.25,0.726092507,0.930089812
WBGene00019999,srab-14,RIA,286.72,SDQ/ALN/PLN,241.62,1.18,0.717356387,0.930089812
WBGene00001373,exp-1,Cholinergic_(29),240.24,SDQ/ALN/PLN,187.50,1.27,0.717090357,0.930089812
WBGene00011288,R102.1,Cluster_16,152.51,ASK,97.78,1.54,0.711309354,0.930089812
WBGene00138718,E02A10.5,Touch_receptor,137.57,Cluster_25,101.96,1.34,0.718237358,0.930089812
WBGene00020302,T07D1.3,Touch_receptor,128.95,Cluster_17,85.62,1.49,0.704004872,0.930089812
WBGene00021183,Y9C9A.16,Cluster_21,104.23,URX/AQR/PQR,80.20,1.28,0.702106778,0.930089812
WBGene00011101,R07D5.2,RIC,403.73,CAN,325.56,1.24,0.729080655,0.932450433
WBGene00013666,Y105E8A.1,Cholinergic_(15),910.75,GABAergic,773.21,1.18,0.731000082,0.933603169
WBGene00019023,F58A6.2,AWB/AWC,370.35,ASG,264.83,1.39,0.734957264,0.937351615
WBGene00008208,nhr-167,AWA,680.01,ASI/ASJ,547.09,1.24,0.738502009,0.940564364
WBGene00001517,gar-1,ASEL,1071.18,Dopaminergic,911.88,1.17,0.742032475,0.942442909
WBGene00008551,lgc-36,Cholinergic_(11),92.69,Cluster_5,65.41,1.40,0.741638133,0.942442909
WBGene00013711,Y106G6G.2,Cluster_5,836.08,ASER,656.52,1.27,0.744567088,0.943049751
WBGene00022744,ZK470.1,Cholinergic_(36),93.74,AWB/AWC,55.11,1.67,0.74386041,0.943049751
WBGene00019185,H10E21.5,Cholinergic_(35),2101.92,Cluster_13,1944.86,1.08,0.746165634,0.943770878
WBGene00018517,F46G11.4,Cluster_25,115.10,Touch_receptor,95.51,1.19,0.748227654,0.945075425
WBGene00018214,F39H12.3,BAG,1345.85,Cholinergic_(36),1190.10,1.13,0.753044879,0.945948156
WBGene00006807,unc-75,Cluster_40,1120.43,ASEL,836.08,1.34,0.750667086,0.945948156
WBGene00044701,AH9.6,Cholinergic_(15),662.29,Cholinergic_(3),556.91,1.19,0.751850671,0.945948156
WBGene00010239,F58B4.6,ASK,643.47,ASG,562.83,1.14,0.752647337,0.945948156
WBGene00016570,gnrr-4,Cluster_17,497.05,Cluster_25,419.13,1.18,0.75704866,0.949676636
WBGene00012282,W05E10.5,DVA,397.41,Cholinergic_(29),332.22,1.19,0.758619782,0.95034746
WBGene00018854,nlf-1,Cholinergic_(24),1340.44,Cluster_27,1166.18,1.15,0.764306971,0.956165747
WBGene00018838,F54G2.2,URX/AQR/PQR,642.75,Cluster_27,518.72,1.24,0.765646468,0.956536527
WBGene00012340,dct-15,ASER,630.23,ASG,482.66,1.30,0.768818937,0.959193149
WBGene00000481,cha-1,Cholinergic_(23),1373.98,Cholinergic_(29),1191.61,1.15,0.769898671,0.959235165
WBGene00007115,B0198.2,Dopaminergic,162.35,Cholinergic_(26),126.45,1.27,0.771623822,0.960080115
WBGene00000042,acr-2,Cholinergic_(29),175.60,SDQ/ALN/PLN,158.34,1.10,0.773043196,0.960542833
WBGene00006831,unc-104,Cholinergic_(29),7658.31,Cholinergic_(36),7290.29,1.05,0.780007577,0.965204845
WBGene00006633,tsp-7,Pharyngeal_(33),558.89,Cholinergic_(11),469.63,1.19,0.782058015,0.965204845
WBGene00017193,F07C3.2,Cholinergic_(3),453.83,Cholinergic_(24),403.84,1.12,0.779074007,0.965204845
WBGene00015027,B0207.2,Cholinergic_(26),387.14,Cholinergic_(35),291.49,1.32,0.780033746,0.965204845
WBGene00004255,epac-1,AFD,286.07,SDQ/ALN/PLN,216.76,1.31,0.781202502,0.965204845
WBGene00019828,R02E12.4,ASEL,161.84,Dopaminergic,108.73,1.47,0.78336659,0.96552038
WBGene00003753,nlp-15,DVA,6274.27,Cholinergic_(23),5730.05,1.09,0.788629838,0.965794377
WBGene00000288,cal-4,AWB/AWC,2188.84,ASEL,2007.75,1.09,0.82488744,0.965794377
WBGene00008018,tbc-8,RIC,1908.80,Cholinergic_(36),1660.55,1.15,0.788984628,0.965794377
WBGene00003745,nlp-7,RIC,1739.82,ASER,1556.11,1.12,0.811125307,0.965794377
WBGene00019355,K03B4.4,Cholinergic_(23),1610.93,Cholinergic_(35),1364.86,1.18,0.824237046,0.965794377
WBGene00019840,R02F11.2,ASI/ASJ,1429.54,Cluster_16,1294.90,1.10,0.808309913,0.965794377
WBGene00007635,npr-4,ASI/ASJ,1370.93,AWB/AWC,1163.32,1.18,0.811385548,0.965794377
WBGene00010849,M04B2.7,Cluster_21,1244.47,Cluster_27,1055.31,1.18,0.801388751,0.965794377
WBGene00004267,rab-3,RIA,1150.29,GABAergic,1082.83,1.06,0.8027179,0.965794377
WBGene00011315,mbr-1,Cluster_27,1148.70,Cholinergic_(35),1025.82,1.12,0.830528612,0.965794377
WBGene00003569,ncx-4,AFD,1067.86,GABAergic,943.93,1.13,0.81880184,0.965794377
WBGene00021693,Y48G8AR.2,AWB/AWC,986.94,ASEL,936.80,1.05,0.828062598,0.965794377
WBGene00021116,ncs-6,RIC,975.53,Cluster_13,890.28,1.09,0.811407576,0.965794377
WBGene00017039,trk-1,Cluster_16,832.13,Cluster_5,746.79,1.11,0.808465494,0.965794377
WBGene00009965,frpr-9,BAG,829.54,ASER,658.41,1.26,0.793357603,0.965794377
WBGene00001987,hot-2,Dopaminergic,799.35,RIC,725.06,1.10,0.818225492,0.965794377
WBGene00012332,W07G1.5,Cluster_21,759.56,URX/AQR/PQR,710.11,1.07,0.789517342,0.965794377
WBGene00008558,F07H5.7,RIC,697.61,AFD,579.54,1.20,0.823353768,0.965794377
WBGene00018188,F38E9.6,RIC,694.19,Cluster_10,650.33,1.07,0.821820606,0.965794377
WBGene00019496,frpr-14,Cluster_5,597.51,Cluster_17,475.68,1.25,0.827562647,0.965794377
WBGene00000960,dgk-3,ASG,565.24,AWB/AWC,480.53,1.17,0.784829276,0.965794377
WBGene00044544,F26F12.8,RIA,550.84,Cluster_17,487.63,1.13,0.815626907,0.965794377
WBGene00019263,H35B03.1,Cholinergic_(35),532.22,Cholinergic_(3),489.63,1.08,0.830983384,0.965794377
WBGene00020929,W02C12.2,Cholinergic_(24),472.15,Pharyngeal_(33),367.05,1.28,0.788024773,0.965794377
WBGene00008522,F02D8.5,ASER,458.69,URX/AQR/PQR,388.02,1.18,0.802653648,0.965794377
WBGene00011317,T01C1.4,Cluster_10,456.25,DVA,347.58,1.31,0.808223757,0.965794377
